Protein_ID,Superfamily,Family,Subfamily
A0AVI2,,ferlin family,
A0AVI4,,TMEM129 family,
A0AVK6,,E2F/DP family,
A0AVL1,,No SIMILARITY comment found,
A0AVN2,,No SIMILARITY comment found,
A0AVT1,,ubiquitin-activating E1 family,
A0FGR8,,extended synaptotagmin family,
A0FGR9,,extended synaptotagmin family,
A0JLN5,,SEC62 family,
A0JLT2,,Mediator complex subunit 19 family,
A0JLT9,,No SIMILARITY comment found,
A0JNW5,,No SIMILARITY comment found,
A0JP07,,No SIMILARITY comment found,
A0JP26,,POTE family,
A0M8Q6,,No SIMILARITY comment found,
A0M8Q9,,No SIMILARITY comment found,
A0MNN4,,WD repeat SMU1 family,
A0MNP2,,No SIMILARITY comment found,
A0MZ66,,shootin family,
A0N4V7,,No SIMILARITY comment found,
A0PG75,,phospholipid scramblase family,
A0PHL1,small GTPase superfamily,Ras family,
A0PJ54,,pex2/pex10/pex12 family,
A0PJ87,,No SIMILARITY comment found,
A0PJ92,,NOP5/NOP56 family,
A0PJE2,,short-chain dehydrogenases/reductases (SDR) family,
A0PJK1,,21) family,
A0PJW6,,TMEM223 family,
A0PJW8,,No SIMILARITY comment found,
A0PJX0,,No SIMILARITY comment found,
A0PJX2,,OXR1 family,
A0PJX4,,shisa family,
A0PJX8,,TMEM82 family,
A0PJY2,,krueppel C2H2-type zinc-finger protein family,
A0PJZ3,,glycosyltransferase 8 family,
A0PK00,,TMEM120 family,
A0PK05,,No SIMILARITY comment found,
A0PK11,,clarin family,
A0S183,,heme-copper respiratory oxidase family,
A0S2M1,,complex I subunit 4 family,
A0ZSE6,,CDC50/LEM3 family,
A1A4E9,,intermediate filament family,
A1A4F0,,No SIMILARITY comment found,
A1A4G5,,No SIMILARITY comment found,
A1A4S6,,No SIMILARITY comment found,
A1A4V9,,No SIMILARITY comment found,
A1A4Y4,TRAFAC class dynamin-like GTPase superfamily,IRG family,
A1A512,,No SIMILARITY comment found,
A1A519,,FAM170 family,
A1A580,,No SIMILARITY comment found,
A1A5B0,,No SIMILARITY comment found,
A1A5B4,,anoctamin family,
A1A5C7,1) superfamily,19) family,
A1A5D2,,PX domain-containing GAP family,
A1A5D9,,BICDR family,
A1DRY3,,No SIMILARITY comment found,
A1E959,,ODAM family,
A1IGU5,,No SIMILARITY comment found,
A1KXE4,,FAM168 family,
A1KZ92,,peroxidase family,XPO subfamily
A1L020,,No SIMILARITY comment found,
A1L0T0,,TPP enzyme family,
A1L157,,tetraspanin (TM4SF) family,
A1L162,,No SIMILARITY comment found,
A1L167,,ubiquitin-conjugating enzyme family,
A1L168,,No SIMILARITY comment found,
A1L170,,No SIMILARITY comment found,
A1L188,,No SIMILARITY comment found,
A1L190,,No SIMILARITY comment found,
A1L1A6,,No SIMILARITY comment found,
A1L1C6,,No SIMILARITY comment found,
A1L306,,tenascin family,
A1L378,,No SIMILARITY comment found,
A1L390,,No SIMILARITY comment found,
A1L3A9,,No SIMILARITY comment found,
A1L3X0,,ELO family,ELOVL7 subfamily
A1L3X4,metallothionein superfamily,Type 1 family,
A1L3Z9,,No SIMILARITY comment found,
A1L429,,GAGE family,
A1L443,,NUT family,
A1L453,,peptidase S1 family,
A1L4F5,protein kinase superfamily,Tyr protein kinase family,ROR subfamily
A1L4G7,,class-I pyridoxal-phosphate-dependent aminotransferase family,
A1L4H1,,No SIMILARITY comment found,
A1L4K1,,No SIMILARITY comment found,
A1L4L8,,cornifelin family,
A1L4L9,,No SIMILARITY comment found,
A1X283,,SH3PXD2 family,
A1XBS5,,CIBAR family,
A1YPR0,,No SIMILARITY comment found,
A1Z199,,No SIMILARITY comment found,
A1Z1Q3,,No SIMILARITY comment found,
A2A274,,aconitase/IPM isomerase family,
A2A288,,ZC3H12 family,
A2A2Q9,,AAR2 family,
A2A2V5,,No SIMILARITY comment found,
A2A2Y4,,No SIMILARITY comment found,
A2A2Z9,,No SIMILARITY comment found,
A2A368,,No SIMILARITY comment found,
A2A3K4,,protein-tyrosine phosphatase family,Non-receptor class PTPDC1 subfamily
A2A3L6,,No SIMILARITY comment found,
A2A3N6,,No SIMILARITY comment found,
A2A3R5,,eukaryotic ribosomal protein eS6 family,
A2A3R6,,eukaryotic ribosomal protein eS6 family,
A2A4F6,,No SIMILARITY comment found,
A2ABF8,,No SIMILARITY comment found,
A2ABF9,,No SIMILARITY comment found,
A2ABH1,,No SIMILARITY comment found,
A2AJT9,,BCLAF1/THRAP3 family,
A2BDD9,,angiomotin family,
A2BDE7,,No SIMILARITY comment found,
A2BDK6,,No SIMILARITY comment found,
A2CJ06,,No SIMILARITY comment found,
A2IDD5,,CCDC78 family,
A2J422,,No SIMILARITY comment found,
A2NJV5,,No SIMILARITY comment found,
A2PYH4,,helicase family,SKI2 subfamily
A2RRA6,,No SIMILARITY comment found,
A2RRC6,,No SIMILARITY comment found,
A2RRC9,,No SIMILARITY comment found,
A2RRD8,,krueppel C2H2-type zinc-finger protein family,
A2RRE0,,No SIMILARITY comment found,
A2RRE8,,carnitine/choline acetyltransferase family,
A2RRG2,,No SIMILARITY comment found,
A2RRH5,,No SIMILARITY comment found,
A2RRL7,,No SIMILARITY comment found,
A2RRL9,,No SIMILARITY comment found,
A2RRN7,,No SIMILARITY comment found,
A2RRP1,,No SIMILARITY comment found,
A2RTX5,,class-II aminoacyl-tRNA synthetase family,
A2RTY3,,No SIMILARITY comment found,
A2RU14,,TMEM218 family,
A2RU30,,No SIMILARITY comment found,
A2RU48,,No SIMILARITY comment found,
A2RU49,,aminoglycoside phosphotransferase family,
A2RU54,,HMX homeobox family,
A2RU56,,No SIMILARITY comment found,
A2RU67,,FAM234 family,
A2RU80,,MAGUK family,
A2RUB1,,No SIMILARITY comment found,
A2RUB6,,No SIMILARITY comment found,
A2RUC4,,TYW5 family,
A2RUH7,immunoglobulin superfamily,MyBP family,
A2RUM7,,universal ribosomal protein uL18 family,
A2RUQ5,,No SIMILARITY comment found,
A2RUR9,,CCDC144 family,
A2RUS2,,No SIMILARITY comment found,
A2RUT3,,No SIMILARITY comment found,
A2RUU4,,colipase family,
A2VCK2,,No SIMILARITY comment found,
A2VCT2,,alpha-ketoglutarate dehydrogenase family,
A2VDF0,,RbsD / FucU family,
A2VDJ0,,TMEM131 family,
A2VDJ6,,No SIMILARITY comment found,
A2VEC9,,thrombospondin family,
A3F768,,No SIMILARITY comment found,
A3KFI5,,DAN family,
A3KFJ0,protein kinase superfamily,,
A3KFT3,,G-protein coupled receptor 1 family,
A3KMH1,,No SIMILARITY comment found,
A3KN83,,SBNO family,
A3RJH1,,DEAD box helicase family,DDX1 subfamily
A4D0P7,,ORC5 family,
A4D0Q3,,No SIMILARITY comment found,
A4D0S4,,No SIMILARITY comment found,
A4D0U5,,prickle / espinas / testin family,
A4D0V4,,F-actin-capping protein alpha subunit family,
A4D0V7,,PC-esterase family,
A4D105,,replication factor A protein 3 family,
A4D110,,heat shock protein 70 family,
A4D126,,IspD/TarI cytidylyltransferase family,IspD subfamily
A4D161,,FAM221 family,
A4D177,,No SIMILARITY comment found,
A4D198,,No SIMILARITY comment found,
A4D1B5,,GSAP family,
A4D1E1,,No SIMILARITY comment found,
A4D1E9,TRAFAC class OBG-HflX-like GTPase superfamily,OBG GTPase family,
A4D1F6,,No SIMILARITY comment found,
A4D1I1,,No SIMILARITY comment found,
A4D1I3,,No SIMILARITY comment found,
A4D1J9,,filamin family,
A4D1L5,,ubiquitin-conjugating enzyme family,
A4D1N4,,No SIMILARITY comment found,
A4D1P6,,WD repeat WDR91 family,
A4D1S0,,No SIMILARITY comment found,
A4D1S5,small GTPase superfamily,Rab family,
A4D1T9,,peptidase S1 family,
A4D1U4,,DENND11 family,
A4D1U5,,AGK family,
A4D1W7,,TGF-beta family,
A4D1Z4,,No SIMILARITY comment found,
A4D1Z8,,No SIMILARITY comment found,
A4D210,,eIF-3 subunit B family,
A4D212,,No SIMILARITY comment found,
A4D218,,MAD1 family,
A4D256,,protein-tyrosine phosphatase family,Non-receptor class CDC14 subfamily
A4D263,,No SIMILARITY comment found,
A4D2B0,metallo-beta-lactamase superfamily,Glyoxalase II family,
A4D2G3,,G-protein coupled receptor 1 family,
A4D2H0,,cTAGE family,
A4D2J0,,synaptobrevin family,
A4D2J9,protein kinase superfamily,CAMK Ser/Thr protein kinase family,CaMK subfamily
A4D2P0,,No SIMILARITY comment found,
A4D2P6,,No SIMILARITY comment found,
A4FTV9,,histone H2A family,
A4FU01,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
A4FU49,,No SIMILARITY comment found,
A4FU69,,No SIMILARITY comment found,
A4FU77,,helicase family,SKI2 subfamily
A4FUJ8,,No SIMILARITY comment found,
A4FVC0,,argonaute family,
A4GXA9,,EME1/MMS4 family,
A4IF30,,SLC35F solute transporter family,
A4PB68,,No SIMILARITY comment found,
A4PIV7,,SS18 family,
A4PIV8,,SS18 family,
A4PIV9,,SS18 family,
A4PIW0,,SS18 family,
A4QMR6,,GOLGA6 family,
A4QMS7,,No SIMILARITY comment found,
A4QPB0,,No SIMILARITY comment found,
A4QPB2,,No SIMILARITY comment found,
A4QPH2,,PI3/PI4-kinase family,Type III PI4K subfamily
A4UGR9,,Xin family,
A4ZVS7,,PIAS family,
A5A3E0,,No family label found,
A5D6W6,,FIT family,FIT1 subfamily
A5D8T8,,No SIMILARITY comment found,
A5D8V6,,VPS37 family,
A5D8V7,,No SIMILARITY comment found,
A5D8W1,,No SIMILARITY comment found,
A5D8W4,,No SIMILARITY comment found,
A5D903,,No SIMILARITY comment found,
A5LHX3,,peptidase T1B family,
A5PKU2,,CD225/Dispanin family,
A5PKW4,,PSD family,
A5PKX9,,No SIMILARITY comment found,
A5PL33,,No SIMILARITY comment found,
A5PLK6,,No SIMILARITY comment found,
A5PLK7,,No SIMILARITY comment found,
A5PLL1,,ANKRD34 family,
A5PLL7,,fatty acid desaturase CarF family,
A5PLM5,,RNase PH family,
A5PLN7,,FAM149 family,
A5PLN9,,TRAPPC13 family,
A5X5Y0,,9) family,HTR3E sub-subfamily
A5Y5A3,,TPD52 family,
A5YKK5,,No SIMILARITY comment found,
A5YKK6,,CNOT1 family,
A5YM51,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
A5YM63,,intermediate filament family,
A5YM69,,No SIMILARITY comment found,
A5YM72,,No SIMILARITY comment found,
A6BM72,,MEGF family,
A6H8M9,,No SIMILARITY comment found,
A6H8W8,,No SIMILARITY comment found,
A6H8Y1,,No SIMILARITY comment found,
A6H8Z2,,FAM221 family,
A6NC05,,glutaredoxin family,YDR286C subfamily
A6NC42,,KHDC1 family,
A6NC51,,DRAM/TMEM150 family,
A6NC57,,No SIMILARITY comment found,
A6NC86,,CNF-like-inhibitor family,
A6NC98,,CCDC88 family,
A6NCC3,,GOLGA6 family,
A6NCC9,,TSSC4 family,
A6NCE7,,ATG8 family,
A6NCF5,,No SIMILARITY comment found,
A6NCI4,,No SIMILARITY comment found,
A6NCI8,,No SIMILARITY comment found,
A6NCJ1,,No SIMILARITY comment found,
A6NCL1,,GEMC1 family,
A6NCL2,,No SIMILARITY comment found,
A6NCL7,,No SIMILARITY comment found,
A6NCM1,,AAA ATPase family,
A6NCN2,,intermediate filament family,
A6NCQ9,,No SIMILARITY comment found,
A6NCS4,,NK-2 homeobox family,
A6NCS6,,No SIMILARITY comment found,
A6NCV1,,G-protein coupled receptor 1 family,
A6NCW0,,peptidase C19 family,USP17 subfamily
A6NCW7,,peptidase C19 family,USP17 subfamily
A6ND01,,folate receptor family,
A6ND36,,FAM83 family,
A6ND48,,G-protein coupled receptor 1 family,
A6ND91,,L-aspartate dehydrogenase family,
A6NDA9,,No SIMILARITY comment found,
A6NDB9,,paralemmin family,
A6NDD5,,CD225/Dispanin family,
A6NDE8,,GAGE family,
A6NDF3,,No SIMILARITY comment found,
A6NDG6,HAD-like hydrolase superfamily,CbbY/CbbZ/Gph/YieH family,
A6NDH6,,G-protein coupled receptor 1 family,
A6NDI0,,TRIM/RBCC family,
A6NDK9,,GOLGA6 family,
A6NDL8,,G-protein coupled receptor 1 family,
A6NDN3,,GOLGA6 family,
A6NDP7,,MAL family,
A6NDR6,,TALE/MEIS homeobox family,
A6NDS4,,No SIMILARITY comment found,
A6NDU8,,RIMOC1 family,
A6NDV4,,TMEM8 family,
A6NDX5,,krueppel C2H2-type zinc-finger protein family,
A6NDY0,,No SIMILARITY comment found,
A6NDZ8,,MBD3L family,
A6NE01,,FAM186 family,
A6NE02,,No SIMILARITY comment found,
A6NE52,,No SIMILARITY comment found,
A6NE82,,MBD3L family,
A6NEC2,,peptidase M1 family,
A6NED2,,No SIMILARITY comment found,
A6NEE1,,PLEKHD1 family,
A6NEH6,,No SIMILARITY comment found,
A6NEK1,,arrestin family,
A6NEL2,,SOWAH family,
A6NEM1,,GOLGA6 family,
A6NEM2,,No SIMILARITY comment found,
A6NEN9,,No SIMILARITY comment found,
A6NEQ0,,No SIMILARITY comment found,
A6NEQ2,,FAM181 family,
A6NER0,,No SIMILARITY comment found,
A6NER3,,GAGE family,
A6NES4,,No SIMILARITY comment found,
A6NET4,,G-protein coupled receptor 1 family,
A6NEV1,,PRR23 family,
A6NF34,,ATR family,
A6NF36,,No SIMILARITY comment found,
A6NF83,,NUPR family,
A6NF89,,G-protein coupled receptor 1 family,
A6NFA1,,TIKI family,
A6NFC5,,PMP-22/EMP/MP20 family,
A6NFD8,,HEY family,
A6NFE2,,No SIMILARITY comment found,
A6NFE3,,No SIMILARITY comment found,
A6NFF2,,nucleosome assembly protein (NAP) family,
A6NFH5,calycin superfamily,Fatty-acid binding protein (FABP) family,
A6NFI3,,krueppel C2H2-type zinc-finger protein family,
A6NFK2,,GRXCR2 family,
A6NFM0,,archaeal Rpo11/eukaryotic RPB11/RPC19 RNA polymerase subunit family,
A6NFN3,,No SIMILARITY comment found,
A6NFN9,,No SIMILARITY comment found,
A6NFQ2,,TCAF family,
A6NFQ7,,paired homeobox family,
A6NFR6,,SPATA31 family,
A6NFT4,,CFAP73 family,
A6NFX1,major facilitator superfamily,,
A6NFY4,,NEMP family,
A6NFY7,,complex I LYR family,SDHAF1 subfamily
A6NFZ4,,FAM24 family,
A6NG10,,No SIMILARITY comment found,
A6NG13,,glycosyltransferase 54 family,
A6NGA9,,No SIMILARITY comment found,
A6NGB7,,No SIMILARITY comment found,
A6NGB9,,verprolin family,
A6NGC4,,TLCD family,
A6NGD5,,No SIMILARITY comment found,
A6NGE4,,WD repeat DCAF8 family,
A6NGE7,,OHCU decarboxylase family,
A6NGG8,,No SIMILARITY comment found,
A6NGH7,,CCDC160 family,
A6NGH8,,No SIMILARITY comment found,
A6NGJ6,,TRIM/RBCC family,
A6NGK3,,GAGE family,
A6NGN4,,PRAME family,
A6NGN9,immunoglobulin superfamily,IgLON family,
A6NGQ2,,KHDC1 family,
A6NGQ3,protein kinase superfamily,CAMK Ser/Thr protein kinase family,
A6NGR9,,No SIMILARITY comment found,
A6NGS2,,No SIMILARITY comment found,
A6NGU5,,gamma-glutamyltransferase family,
A6NGY1,,FRG2 family,
A6NGY3,,No SIMILARITY comment found,
A6NGY5,,G-protein coupled receptor 1 family,
A6NH00,,G-protein coupled receptor 1 family,
A6NH11,,GLTP family,
A6NH21,,TDE1 family,
A6NH52,,TVP23 family,
A6NH57,small GTPase superfamily,Arf family,
A6NHA9,,G-protein coupled receptor 1 family,
A6NHC0,,peptidase C2 family,
A6NHG4,,MIF family,
A6NHG9,,G-protein coupled receptor 1 family,
A6NHJ4,,krueppel C2H2-type zinc-finger protein family,
A6NHK2,,snRNP Sm proteins family,
A6NHL2,,tubulin family,
A6NHN0,,OTOL1 family,
A6NHN6,,NPIP family,
A6NHP3,,Speedy/Ringo family,
A6NHQ2,methyltransferase superfamily,Fibrillarin family,
A6NHQ4,,No SIMILARITY comment found,
A6NHR9,,SMC family,
A6NHS7,,No SIMILARITY comment found,
A6NHT5,,HMX homeobox family,
A6NHV6,protein kinase superfamily,Ser/Thr protein kinase family,GCN2 subfamily
A6NHX0,,GATS family,
A6NHY2,,No SIMILARITY comment found,
A6NHZ5,,PRAME family,LRRC14 subfamily
A6NI15,,No SIMILARITY comment found,
A6NI28,,No SIMILARITY comment found,
A6NI47,,POTE family,
A6NI56,,No SIMILARITY comment found,
A6NI61,,TMEM8 family,
A6NI72,,No SIMILARITY comment found,
A6NI73,,No SIMILARITY comment found,
A6NI79,,CCDC69 family,
A6NI86,,GOLGA6 family,
A6NI87,,chibby family,
A6NIE6,,RRN3 family,
A6NIH7,,PDE6D/unc-119 family,
A6NIJ9,,G-protein coupled receptor 1 family,
A6NIK2,,No SIMILARITY comment found,
A6NIM6,major facilitator superfamily,17) family,
A6NIR3,,centaurin gamma-like family,
A6NIV6,,No SIMILARITY comment found,
A6NIX2,,zyxin/ajuba family,
A6NIY4,,Speedy/Ringo family,
A6NIZ1,small GTPase superfamily,Ras family,
A6NJ08,,MBD3L family,
A6NJ46,,No SIMILARITY comment found,
A6NJ69,,No SIMILARITY comment found,
A6NJ78,methyltransferase superfamily,RsmH family,
A6NJB7,,No SIMILARITY comment found,
A6NJD9,,universal ribosomal protein uL23 family,
A6NJG2,,SOWAH family,
A6NJG6,,paired homeobox family,
A6NJI1,,No SIMILARITY comment found,
A6NJI9,,No SIMILARITY comment found,
A6NJJ6,,UPF0575 family,
A6NJL1,,No SIMILARITY comment found,
A6NJT0,,paired homeobox family,Unc-4 subfamily
A6NJV1,,CIMIP2 family,
A6NJW4,,LRRC3 family,
A6NJZ3,,G-protein coupled receptor 1 family,
A6NJZ7,,RIMBP family,
A6NK06,,PrpD family,
A6NK44,,glyoxalase I family,
A6NK53,,krueppel C2H2-type zinc-finger protein family,
A6NK58,,LipB family,
A6NK59,,ankyrin SOCS box (ASB) family,
A6NK75,,krueppel C2H2-type zinc-finger protein family,
A6NK89,,No SIMILARITY comment found,
A6NK97,Error,Error,Error
A6NKB5,,pecanex family,
A6NKC9,,No SIMILARITY comment found,
A6NKD2,,nucleosome assembly protein (NAP) family,
A6NKD9,,CCDC85 family,
A6NKE1,,TRAPP small subunits family,BET3 subfamily
A6NKF1,,SAC3 family,
A6NKF2,,No SIMILARITY comment found,
A6NKF7,,TMEM88 family,
A6NKG5,,No SIMILARITY comment found,
A6NKH3,,eukaryotic ribosomal protein eL43 family,
A6NKK0,,G-protein coupled receptor 1 family,
A6NKL6,,TMEM200 family,
A6NKM8,,nucleotide-sugar transporter family,SLC35A subfamily
A6NKN8,,PCP4 family,
A6NKP2,,3-beta-HSD family,
A6NKQ9,,glycoprotein hormones subunit beta family,
A6NKT7,,No SIMILARITY comment found,
A6NKU9,,Speedy/Ringo family,
A6NKW6,,shisa family,
A6NKX4,1) superfamily,19) family,
A6NL08,,G-protein coupled receptor 1 family,
A6NL26,,G-protein coupled receptor 1 family,
A6NL82,,CFAP144 family,
A6NL88,,shisa family,
A6NLC5,,UPF0524 family,
A6NLE4,,No SIMILARITY comment found,
A6NLI5,,TRIM/RBCC family,
A6NLJ0,,C2CD4 family,
A6NLM8,,TRAP-delta family,
A6NLN1,,No SIMILARITY comment found,
A6NLP5,,TTC36 family,
A6NLU0,,No SIMILARITY comment found,
A6NLU5,,No SIMILARITY comment found,
A6NLW8,,paired homeobox family,
A6NLX3,,Speedy/Ringo family,
A6NM03,,G-protein coupled receptor 1 family,
A6NM10,,8) family,AQP11/AQP12 subfamily
A6NM11,,LRRC37A family,
A6NM28,,krueppel C2H2-type zinc-finger protein family,
A6NM36,,No SIMILARITY comment found,
A6NM45,,claudin family,
A6NM62,,No SIMILARITY comment found,
A6NM71,,PRA1 family,
A6NM76,,G-protein coupled receptor 1 family,
A6NMB1,immunoglobulin superfamily,SIGLEC (sialic acid binding Ig-like lectin) family,
A6NMD0,,CD225/Dispanin family,
A6NMD2,,GOLGA8 family,
A6NMH8,,tetraspanin (TM4SF) family,
A6NMK7,,CPSF4/YTH1 family,
A6NMK8,,INSYN2 family,
A6NML5,,No SIMILARITY comment found,
A6NMN3,,FAM170 family,
A6NMQ1,,DNA polymerase type-B family,
A6NMS3,,G-protein coupled receptor 1 family,
A6NMS7,,LRRC37A family,
A6NMT0,,0 homeobox family,
A6NMU8,,type-B carboxylesterase/lipase family,
A6NMX2,,eukaryotic initiation factor 4E family,
A6NMY6,,annexin family,
A6NMZ2,,S-100 family,
A6NMZ7,,type VI collagen family,
A6NN06,,No SIMILARITY comment found,
A6NN14,,krueppel C2H2-type zinc-finger protein family,
A6NN73,,GOLGA8 family,
A6NN90,,No SIMILARITY comment found,
A6NN92,,connexin family,Beta-type (group I) subfamily
A6NNA2,,CWC21 family,
A6NNA5,,paired homeobox family,
A6NNB3,,CD225/Dispanin family,
A6NND4,,G-protein coupled receptor 1 family,
A6NNE9,,No SIMILARITY comment found,
A6NNF4,,krueppel C2H2-type zinc-finger protein family,
A6NNH2,,FAM90 family,
A6NNL0,,NUT family,
A6NNL5,,No SIMILARITY comment found,
A6NNM3,,RIMBP family,
A6NNM8,,tubulin--tyrosine ligase family,
A6NNN8,,amino acid/polyamine transporter 2 family,
A6NNP5,,CCDC169 family,
A6NNS2,,short-chain dehydrogenases/reductases (SDR) family,
A6NNT2,,No SIMILARITY comment found,
A6NNW6,,enolase family,
A6NNX1,,No SIMILARITY comment found,
A6NNY8,,peptidase C19 family,
A6NNZ2,,tubulin family,
A6NP11,,krueppel C2H2-type zinc-finger protein family,
A6NP61,,ZAR1 family,
A6PVC2,,No SIMILARITY comment found,
A6PVI3,,RRM NCBP2 family,
A6PVM9,,No SIMILARITY comment found,
A6PVS8,,No SIMILARITY comment found,
A6PVY3,,FAM177 family,
A6QKW0,,PER33/POM33 family,
A6QL63,,No SIMILARITY comment found,
A6QL64,,ANKRD36 family,
A6XGL0,,No SIMILARITY comment found,
A6ZKI3,,FAM127 family,
A7BI36,,No SIMILARITY comment found,
A7E2F4,,GOLGA8 family,
A7E2S9,,No SIMILARITY comment found,
A7E2U8,,CFAP96 family,
A7E2V4,,ZSWIM8 family,
A7E2Y1,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
A7KAX9,,PX domain-containing GAP family,
A7MBM2,,dispatched family,
A7MCY6,,No SIMILARITY comment found,
A7MD48,,nSR100 family,
A7XYQ1,,SOBP family,
A7Y9J9,,No SIMILARITY comment found,
A8CG34,,POM121 family,
A8CGI2,,No SIMILARITY comment found,
A8JZZ8,,AAA ATPase family,BCS1 subfamily
A8K008,,No SIMILARITY comment found,
A8K070,,CSN1 family,
A8K0R7,,No SIMILARITY comment found,
A8K0T9,,F-actin-capping protein alpha subunit family,
A8K0U2,,No SIMILARITY comment found,
A8K0Y0,immunoglobulin superfamily,IgLON family,
A8K0Z3,,WASH1 family,
A8K132,,glutaminase family,
A8K146,,XPC family,
A8K1K8,,TIM21 family,
A8K1L8,,splicing factor SR family,
A8K251,,No SIMILARITY comment found,
A8K287,,SNAP-25 family,
A8K2B9,TDD superfamily,DTWD1 family,
A8K2M0,,AAA ATPase family,
A8K2R3,,flavin monoamine oxidase family,
A8K2S1,,No SIMILARITY comment found,
A8K2U0,,protease inhibitor I39 (alpha-2-macroglobulin) family,
A8K2U6,,No SIMILARITY comment found,
A8K394,,No SIMILARITY comment found,
A8K3B6,protein kinase superfamily,Tyr protein kinase family,
A8K3C2,,No SIMILARITY comment found,
A8K3C3,,TCP-1 chaperonin family,
A8K3H8,,phosphatase 2A regulatory subunit A family,
A8K3K1,,actin family,
A8K3Q9,,eukaryotic ribosomal protein eL14 family,
A8K3R2,,WD repeat BOP1/ERB1 family,
A8K3S1,,glucosamine/galactosamine-6-phosphate isomerase family,
A8K3W4,,No SIMILARITY comment found,
A8K3Y5,,No SIMILARITY comment found,
A8K3Y8,,MEMO1 family,
A8K3Z6,,APC13 family,
A8K401,,prohibitin family,
A8K486,,cyclophilin-type PPIase family,PPIase A subfamily
A8K492,,class-I aminoacyl-tRNA synthetase family,
A8K4A8,,class-II aminoacyl-tRNA synthetase family,Type 1 subfamily
A8K4B4,,NUSAP family,
A8K4G0,,CD300 family,
A8K4K9,,EMC2 family,
A8K4M5,,cyclin family,Cyclin C subfamily
A8K4T8,,CND2 (condensin subunit 2) family,
A8K4W2,,eukaryotic ATPase B chain family,
A8K4Z4,,universal ribosomal protein uL10 family,
A8K517,,universal ribosomal protein uS12 family,
A8K566,,SF3A3 family,
A8K571,,TGF-beta family,
A8K588,,No SIMILARITY comment found,
A8K5B0,,eutherian X-chromosome-specific Armcx family,
A8K5B6,,No SIMILARITY comment found,
A8K5C4,,No SIMILARITY comment found,
A8K5H9,,KLHL40 family,
A8K5I0,,heat shock protein 70 family,
A8K5K0,,No SIMILARITY comment found,
A8K5M4,,No SIMILARITY comment found,
